,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5
7857,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
7858,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
7859,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0,0
7860,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
7861,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7862,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
7863,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
7864,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
7865,candidate_Bob Kiss,0,0,0,0
7866,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
7867,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
7868,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
7869,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7870,candidate_Kurt Wright,0,0,0,0
7871,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
7872,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
7873,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0
7874,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
7875,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
7876,candidate_Andy Montroll,0,0,0,0
7877,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7878,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
7879,candidate_Kurt Wright,0,0,0,0
7880,candidate_Andy Montroll,0,0,0,0
7881,candidate_Kurt Wright,0,0,0,0
7882,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
7883,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
7884,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7885,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7886,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll
7887,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll
7888,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
7889,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright
7890,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright
7891,candidate_Kurt Wright,0,0,0,0
7892,candidate_Kurt Wright,0,0,0,0
7893,candidate_Kurt Wright,0,0,0,0
7894,candidate_Kurt Wright,0,0,0,0
7895,candidate_Kurt Wright,0,0,0,0
7896,candidate_Kurt Wright,0,0,0,0
7897,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7898,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
7899,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7900,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7901,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
7902,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
7903,candidate_Kurt Wright,0,0,0,0
7904,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
7905,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7906,candidate_Andy Montroll,0,0,0,0
7907,candidate_Andy Montroll,0,0,0,0
7908,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7909,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
7910,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
7911,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
7912,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7913,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
7914,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
7915,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7917,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
7918,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0,0
7919,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
7921,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
7922,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
7923,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
7924,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
7925,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7926,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0,0
7927,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
7928,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
7929,candidate_Kurt Wright,0,0,0,0
7930,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7931,candidate_Kurt Wright,0,0,0,0
7932,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7933,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0
7934,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7935,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
7936,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
7937,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
7938,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
7939,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7940,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
7941,candidate_Kurt Wright,0,0,0,0
7942,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7943,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,0,0
7944,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
7945,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0
7946,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
7947,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
7948,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
7949,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
7950,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
7951,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
7952,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,0,0
7953,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
7954,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0
7955,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
7956,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
7957,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
7958,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
7959,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
7960,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
7961,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
7962,candidate_Kurt Wright,0,0,0,0
7963,candidate_Kurt Wright,0,0,0,0
7964,candidate_Kurt Wright,0,0,0,0
7965,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
7966,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
7967,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7968,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
7969,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
7970,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
7971,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
7972,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
7973,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
7974,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
7975,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
7976,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
7977,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Andy Montroll
7978,candidate_Bob Kiss,0,0,0,0
7979,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7980,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
7981,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7982,candidate_Kurt Wright,0,0,0,0
7983,candidate_Kurt Wright,0,0,0,0
7984,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
7985,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
7986,candidate_Kurt Wright,0,0,0,0
7987,candidate_Kurt Wright,0,0,0,0
7988,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
7989,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
7990,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,0,0
7991,candidate_Kurt Wright,0,0,0,0
7992,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
7993,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
7994,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
7995,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
7996,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0,0
7997,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,0,0
7998,candidate_Kurt Wright,0,0,0,0
7999,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
8000,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8001,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
8002,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
8003,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8004,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
8005,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8006,candidate_Kurt Wright,0,0,0,0
8007,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
8008,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0
8009,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss
8010,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
8011,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
8012,candidate_Andy Montroll,0,0,0,0
8013,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
8014,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8015,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
8016,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
8017,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
8018,candidate_Andy Montroll,0,0,0,0
8019,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8020,candidate_Kurt Wright,0,0,0,0
8021,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8022,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
8023,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
8024,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
8025,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8026,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,0,0
8027,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8028,candidate_Kurt Wright,0,0,0,0
8029,candidate_Kurt Wright,0,0,0,0
8030,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
8031,candidate_Kurt Wright,0,0,0,0
8032,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
8033,candidate_Kurt Wright,0,0,0,0
8034,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
8035,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8036,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8037,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8038,candidate_Kurt Wright,0,0,0,0
8039,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
8040,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
8041,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,0,0
8042,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
8043,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8044,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8045,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8046,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8047,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll
8048,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
8049,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8050,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8051,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8052,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll
8053,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,0,0
8054,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright,0
8055,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,0
8056,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
8057,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith
8058,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
8060,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8061,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
8062,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8063,candidate_Kurt Wright,0,0,0,0
8064,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
8065,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
8066,candidate_Kurt Wright,0,0,0,0
8067,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8068,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8069,candidate_Kurt Wright,0,0,0,0
8071,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
8073,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8074,candidate_Kurt Wright,0,0,0,0
8075,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8076,candidate_Kurt Wright,0,0,0,0
8077,candidate_Kurt Wright,0,0,0,0
8078,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8079,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
8080,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8081,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8082,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
8083,candidate_Kurt Wright,0,0,0,0
8084,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
8085,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
8086,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,0
8087,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0
8088,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
8089,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8090,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8091,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
8092,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8093,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
8094,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
8095,candidate_Kurt Wright,0,0,0,0
8096,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
8097,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8098,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8099,candidate_Andy Montroll,0,0,0,0
8100,candidate_Kurt Wright,0,0,0,0
8101,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8102,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
8103,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
8104,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8105,candidate_Kurt Wright,0,0,0,0
8106,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
8107,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
8108,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8109,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
8110,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
8111,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8112,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8113,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
8114,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
8115,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
8116,candidate_Andy Montroll,0,0,0,0
8117,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
8118,candidate_Kurt Wright,0,0,0,0
8119,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
8120,candidate_Kurt Wright,0,0,0,0
8121,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8123,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
8124,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss
8125,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
8126,candidate_Kurt Wright,0,0,0,0
8127,candidate_Kurt Wright,0,0,0,0
8128,candidate_Dan Smith,0,0,0,0
8129,candidate_Kurt Wright,candidate_James Simpson,0,0,0
8130,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
8131,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8132,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
8133,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8134,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8135,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
8136,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8137,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8138,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8139,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
8140,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
8141,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
8142,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8143,candidate_Bob Kiss,0,0,0,0
8144,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
8145,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
8146,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
8147,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
8148,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8149,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
8150,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
8151,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8152,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8153,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8154,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0
8155,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0
8156,candidate_Kurt Wright,0,0,0,0
8157,candidate_Kurt Wright,0,0,0,0
8158,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
8159,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
8160,candidate_Kurt Wright,0,0,0,0
8161,candidate_Kurt Wright,0,0,0,0
8162,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8163,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8164,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
8165,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
8166,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
8167,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
8168,candidate_Kurt Wright,0,0,0,0
8169,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
8170,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss
8171,candidate_Kurt Wright,0,0,0,0
8172,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
8173,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
8174,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright,candidate_Bob Kiss
8175,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
8176,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
8177,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
8178,candidate_Bob Kiss,0,0,0,0
8179,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
8181,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
8182,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
8184,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
8185,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
8186,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
8187,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
8188,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
